,Training Acc,Validation Acc,Training Loss,Validation Loss,0
0,0.3418790400028229,0.169199600815773,4.037130637779388,6.017206463468352,
1,0.6080749034881592,0.35635995864868164,1.9187077231007483,3.2786448606801777,
2,0.7247774004936218,0.7286543250083923,1.307085192829398,1.2398159954553811,
3,0.7870125770568848,0.5194805264472961,1.0469320241095357,2.2920616200075212,
4,0.8225053548812866,0.3407939672470093,0.8669398921891008,3.3400385476853995,
5,0.8466687202453613,0.6054158806800842,0.7557429441982594,1.6268022271813176,
6,0.8626957535743713,0.5161646604537964,0.6754387613524313,2.4768038047022105,
7,0.8754989504814148,0.5564152002334595,0.6232504444123046,2.1725171876676157,
8,0.8842186331748962,0.3208068609237671,0.5838285202441276,4.342147708762644,
9,0.8934909701347351,0.7649442553520203,0.5538739489784335,0.9567620014083685,
10,0.895609438419342,0.7877866625785828,0.5273262148002997,0.9545172137555095,
11,0.9045133590698242,0.48530900478363037,0.49631337481186294,3.1268448364540307,
12,0.907645046710968,0.6241135001182556,0.4808218825053759,1.866833878071848,
13,0.9100705981254578,0.6172055006027222,0.4665952875107609,1.7489324889701736,
14,0.9144918918609619,0.7176015377044678,0.4594525664633024,1.2180162448217453,
15,0.9157506823539734,0.32347795367240906,0.4375784920884818,5.46480918363213,
16,0.9183604717254639,0.6169291734695435,0.4345245359315073,1.6772894305265815,
17,0.9217991828918457,0.7794049978256226,0.4202052821072106,1.0582785383299196,
18,0.9256677627563477,0.6114948987960815,0.41060431643172135,2.109862437688087,
19,0.9285538792610168,0.8229713439941406,0.40110248456822606,0.8024434799744826,
20,0.9291065335273743,0.7702864408493042,0.39380872713886306,1.1165963094449893,
21,0.9298741221427917,0.6651008725166321,0.38823431532625263,1.6996984883183504,
22,0.9321154356002808,0.8175370693206787,0.38415110097145205,0.7646300582318298,
23,0.9310408234596252,0.7138251662254333,0.38478679811438427,1.388409764889449,
24,0.9338040947914124,0.8455374240875244,0.3680588739394849,0.6883882791108603,
25,0.9359840154647827,0.692916989326477,0.36870877365777566,2.106021592162081,
26,0.9345716834068298,0.6378373503684998,0.3675574459947616,1.9632153450520402,
27,0.9371814727783203,0.7445887327194214,0.36137361177133204,1.195278242824705,
28,0.9344795942306519,0.6845353245735168,0.3671199750655042,1.7051587205195258,
29,0.9381639361381531,0.8797089457511902,0.3489868938117661,0.575125497075046,
30,0.9392999410629272,0.6052316427230835,0.3497234543536681,2.549547828465599,
31,0.9382560849189758,0.33480703830718994,0.3543833942182012,6.409059306386537,
32,0.941418468952179,0.6598507761955261,0.34111687487387604,1.904291911713763,
33,0.9409272074699402,0.7026802897453308,0.3378376842716335,1.573828992477337,
34,0.9408965110778809,0.6062448024749756,0.3417765765265888,2.1393758365876705,
35,0.9419097304344177,0.814129114151001,0.3320018252712984,0.8101956067320127,
36,0.9407430291175842,0.6346136331558228,0.33866634995138717,1.8434870515155608,
37,0.9400061368942261,0.7821682095527649,0.33510076349082446,0.9835014628520754,
38,0.9436290860176086,0.6842589974403381,0.3296064185920507,1.6638698540988235,
39,0.9439975619316101,0.8658929467201233,0.3216720340192995,0.5965946212189955,
