,Training Acc,Validation Acc,Training Loss,Validation Loss,0
0,0.5605465173721313,0.6938380599021912,1.6296706365850904,1.0569328083727498,
1,0.8221369385719299,0.7382333874702454,0.5588065554182845,0.8780369969823689,
2,0.8826834559440613,0.5770470499992371,0.36399042397728354,2.233521529630887,
3,0.9112680554389954,0.7028645277023315,0.2635329837287757,1.921701499524395,
4,0.9320540428161621,0.9216173887252808,0.20816556217482313,0.2553180218474266,
5,0.9423395991325378,0.5811918377876282,0.17686942921214246,2.449801164385258,
6,0.9524409174919128,0.8639587163925171,0.14120868862654337,0.4496627805764694,
7,0.9574761986732483,0.8724325299263,0.12167689146798265,0.5037854889387214,
8,0.9668406248092651,0.9325780868530273,0.099482974527752,0.5089647014923631,
9,0.9686214327812195,0.8986828923225403,0.09270415171662887,0.3563372417290752,
10,0.9741479754447937,0.7561941742897034,0.07612606863341688,1.1944888620033782,
11,0.9757445454597473,0.8400110602378845,0.07204101768113264,0.6680815318258193,
12,0.9809333682060242,0.9536704421043396,0.058006527809621206,0.15258626398800437,
13,0.9807491302490234,0.9304596185684204,0.05711295067804208,0.26852769098252505,
14,0.9835431575775146,0.8428663611412048,0.04827428785146157,0.6952031897899704,
15,0.9850168824195862,0.5512572526931763,0.04195730223706164,3.4914103867577904,
16,0.9852625131607056,0.8035368919372559,0.04323691496827706,1.3986434293181296,
17,0.9875959753990173,0.7710232734680176,0.03593905168684988,1.202836024316752,
18,0.985907256603241,0.6521138548851013,0.04047291734560954,2.1642478038943405,
19,0.9889776110649109,0.8896564245223999,0.033048734200083515,0.48922321828300874,
20,0.9894381165504456,0.7415492534637451,0.031427198036816595,2.1375306303640422,
21,0.9895302653312683,0.9285253882408142,0.03255870843496766,0.32189957667951496,
22,0.989990770816803,0.941512405872345,0.029994816814574218,0.21255966157629325,
23,0.9911267757415771,0.9481440782546997,0.02629970856049731,0.19615988878738908,
24,0.9906048774719238,0.9593810439109802,0.027766345619451124,0.15311521794641955,
25,0.9916487336158752,0.973473310470581,0.02444500952993928,0.10014549814863156,
26,0.9912189245223999,0.9639863967895508,0.02677708401573991,0.13874205074789295,
27,0.9928461909294128,0.9521046280860901,0.023207042962961794,0.20398828864017093,
28,0.9933681488037109,0.9242884516716003,0.02119576219082622,0.32733143762873684,
29,0.992047905921936,0.7357465028762817,0.023754820121364515,2.133496940064561,
30,0.9918636679649353,0.8186423778533936,0.025047982012180555,1.1567443099960104,
31,0.9937365651130676,0.8306161761283875,0.022211616740112534,0.9325687881395469,
32,0.9927540421485901,0.9156304597854614,0.021241075176330174,0.4113952701529332,
33,0.9939514994621277,0.9464861154556274,0.019778855403536553,0.29265120458889443,
34,0.9939514994621277,0.9304596185684204,0.019710324442646577,0.3429551169440031,
35,0.9946576356887817,0.9590126276016235,0.017817778086429203,0.18149788559532115,
36,0.9943199157714844,0.8571428656578064,0.01661233289331989,0.901970249448093,
37,0.9931225180625916,0.9419729113578796,0.020047688293308923,0.2579977449768026,
38,0.9941357374191284,0.8675509095191956,0.01685985799777598,0.8838827277505448,
39,0.9953024387359619,0.9603942036628723,0.01722178320173993,0.16183507628402824,
40,0.9941357374191284,0.9713549017906189,0.018192841798610263,0.11789279576820057,
41,0.9952102899551392,0.9585520625114441,0.014625728489039423,0.2005725434641437,
42,0.9952717423439026,0.9061434864997864,0.01629573792725891,0.5005101821508945,
43,0.9949647188186646,0.8552086353302002,0.015943627222562665,1.268480892651762,
44,0.9937979578971863,0.9315648674964905,0.01899298311798818,0.3362483029916157,
45,0.9963770508766174,0.9706180095672607,0.011203336164379197,0.1434356776866302,
