,Training Acc,Training Loss,Validation Acc,Validation Loss,0
0,0.47042253613471985,0.4750988185405731,1.543116530398248,1.5656843659748987,
1,0.7533679604530334,0.14440052211284637,0.7079276182370842,16.896454531120256,
2,0.8978603482246399,0.32648220658302307,0.3146103974840134,4.288929457516852,
3,0.9443514943122864,0.8031620383262634,0.1717416668094106,10.294992088199596,
4,0.9681254029273987,0.9652174115180969,0.09942332423037313,0.11828953649419083,
5,0.9802764654159546,0.992621898651123,0.05873099052652873,0.033938925412806534,
6,0.9786034822463989,0.9198945760726929,0.06818208931062489,0.3325314066181969,
7,0.978691577911377,0.3480896055698395,0.06248770593944765,3.5973228275972238,
8,0.9880250096321106,0.9014492630958557,0.03746383116116238,0.3764100848361109,
9,0.9928678274154663,0.8532279133796692,0.024108290260702277,0.5378519901046277,
10,0.9829180240631104,0.6714097261428833,0.056504635105432605,0.9250728715962101,
11,0.9896979928016663,0.8724637627601624,0.033010316552951675,0.5280199608772368,
12,0.9769304990768433,0.6279314756393433,0.07377935178693157,44.31701224469071,
13,0.9779871702194214,0.9876152873039246,0.08053848040975323,0.038784236033309695,
14,0.9913709759712219,0.9865612387657166,0.02668375421650091,0.046801990391907425,
